term,pos_type,count,freq_pct,n_images,example_images
sense,noun_phrase,11,2.2,9,InfoVisC.65.3.png; InfoVisJ.1032.5.png; SciVisJ.1236.10.png
the color,noun_phrase,11,2.2,11,InfoVisJ.2072.7.png; SciVisJ.1236.10.png; SciVisJ.1290.8.png
title,noun_phrase,10,2.0,10,InfoVisJ.2556.9.png; InfoVisJ.339.3.png; InfoVisJ.485.9.png
more detail,noun_phrase,10,2.0,10,SciVisC.25.4.png; SciVisJ.797.13(3).png; VASTC.13.9.png
size,noun_phrase,10,2.0,10,InfoVisJ.2402.12(1).png; InfoVisJ.2402.12.png; MorphableWordClouds13.png
map,noun_phrase,9,1.8,6,InfoVisC.211.8.png; SciVisJ.857.8(3).png; VASTC.107.7.png
contrast,noun_phrase,9,1.8,9,InfoVisC.133.5(3).png; InfoVisC.219.8.png; VASTJ.1160.6.png
legend,noun_phrase,9,1.8,9,SciVisJ.1043.12(5).png; SciVisJ.728.14.png; VASTC.107.7.png
more datum,noun_phrase,8,1.6,8,InfoVisC.24.8.png; InfoVisJ.1204.7.png; InfoVisJ.881.15.png
point,noun_phrase,7,1.4,7,InfoVisJ.2556.10.png; VisJ.1431.7.png; VisJ.1499.8.png
axis,noun_phrase,7,1.4,7,SciVisJ.259.14.png; SciVisJ.807.5(2).png; SciVisJ.995.5.png
chart,noun_phrase,7,1.4,7,MorphableWordClouds5.png; VASTJ.1407.9.png; economist_daily_chart_118.png
more time,noun_phrase,7,1.4,7,InfoVisJ.339.10.png; InfoVisJ.659.6.png; InfoVisJ.946.6.png
no idea,noun_phrase,7,1.4,7,InfoVisJ.1634.1.png; SciVisJ.1236.10.png; SciVisJ.821.4.png
image,noun_phrase,7,1.4,6,InfoVisJ.1149.8(2).png; InfoVisJ.963.7.png; SciVisJ.797.13(3).png
lack,noun_phrase,7,1.4,6,InfoVisC.157.1.png; InfoVisJ.349.1.png; SciVisJ.1043.12(5).png
more word,noun_phrase,6,1.2,6,SciVisJ.1005.12.png; VASTJ.250.13.png; economist_daily_chart_124.png
picture,noun_phrase,6,1.2,5,InfoVisC.65.3(2).png; VASTJ.1.7.png; VisC.263.7.png
item,noun_phrase,6,1.2,6,InfoVisJ.349.1.png; InfoVisJ.369.3.png; VASTJ.2012.9(2).png
the information,noun_phrase,5,1.0,3,InfoVisJ.2546.10.png; SciVisJ.867.7.png; whoJ40_2.png
graph,noun_phrase,5,1.0,5,InfoVisJ.1073.1.png; SciVisJ.728.14.png; VisJ.1243.3.png
element,noun_phrase,5,1.0,5,InfoVisJ.599.10(2).png; VASTJ.1139.3(2).png; VASTJ.2012.9(2).png
description,noun_phrase,5,1.0,5,InfoVisJ.339.3.png; InfoVisJ.924.5.png; v490_n7420_13_f4.png
a glance,noun_phrase,5,1.0,5,InfoVisJ.2412.16(2).png; economist_daily_chart_124.png; v483_n7391_8_f5.png
time,noun_phrase,5,1.0,3,VASTJ.51.7.png; vis673.png; wsj200.png
more text,noun_phrase,5,1.0,5,MorphableWordClouds21.png; SciVisJ.728.14.png; np_21.png
country,noun_phrase,5,1.0,4,economist_daily_chart_124.png; economist_daily_chart_317.png; whoI19.png
more element,noun_phrase,5,1.0,5,InfoVisJ.1247.10.png; InfoVisJ.401.12.png; whoB09_1.png
square,noun_phrase,5,1.0,3,SciVisJ.1236.10.png; SciVisJ.807.5.png; v488_n7409_19_f1.png
variety,noun_phrase,5,1.0,5,InfoVisC.173.9.png; InfoVisC.211.8.png; InfoVisJ.449.8.png
symbol,noun_phrase,4,0.8,4,InfoVisJ.2576.2.png; SciVisJ.980.9.png; VisC.147.8(2).png
no legend,noun_phrase,4,0.8,4,InfoVisJ.1063.13(3).png; VisC.163.2.png; VisJ.1421.5(2).png
key,noun_phrase,4,0.8,4,InfoVisJ.924.5.png; v488_n7409_19_f1.png; visMost573.png
cognitive load,noun_phrase,4,0.8,2,VASTJ.51.7.png; vis673.png
noise,noun_phrase,4,0.8,2,VASTJ.51.7.png; vis673.png
readability,noun_phrase,4,0.8,4,InfoVisJ.1054.3.png; InfoVisJ.2402.12.png; MorphableWordClouds13.png
pattern,noun_phrase,4,0.8,4,InfoVisJ.1558.5.png; InfoVisJ.349.1(3).png; VASTC.1.7.png
difference,noun_phrase,4,0.8,4,VASTJ.220.1(2).png; VisJ.1515.12.png; vis652.png
more variable,noun_phrase,4,0.8,4,InfoVisJ.2082.3.png; InfoVisJ.881.15.png; economist_daily_chart_393.png
small detail,noun_phrase,4,0.8,4,InfoVisJ.485.9.png; InfoVisJ.647.8(2).png; SciVisJ.1005.12.png
info,noun_phrase,4,0.8,4,InfoVisJ.2709.1.png; SciVisJ.744.13.png; VisC.233.1.png
use,noun_phrase,4,0.8,4,SciVisJ.728.14.png; economist_daily_chart_124.png; visMost573.png
box,noun_phrase,4,0.8,4,InfoVisJ.2072.16.png; InfoVisJ.339.10.png; VASTC.1.8.png
value,noun_phrase,4,0.8,3,InfoVisC.24.8(1).png; InfoVisJ.1236.13.png; VASTJ.1763.9.png
scale,noun_phrase,4,0.8,4,InfoVisJ.1236.13.png; InfoVisJ.2402.12.png; VASTJ.1407.9.png
complexity,noun_phrase,4,0.8,4,SciVisJ.1819.4.png; SciVisJ.975.7.png; VisC.375.2.png
more line,noun_phrase,4,0.8,4,SciVisJ.1005.12.png; VASTJ.1407.9.png; VisJ.1515.12.png
the line,noun_phrase,4,0.8,4,InfoVisJ.1569.6.png; VASTJ.200.8.png; VisC.11.12(2).png
too many color,noun_phrase,4,0.8,4,InfoVisJ.349.10.png; SciVisJ.896.3.png; VASTJ.2012.4.png
my eye,noun_phrase,4,0.8,4,InfoVisJ.1933.13.png; VASTC.19.8.png; VisC.295.3.png
datum point,noun_phrase,4,0.8,4,InfoVisJ.522.15.png; SciVisJ.867.6.png; VisC.73.8(2).png
different shape,noun_phrase,4,0.8,4,InfoVisJ.1558.9(2).png; SciVisJ.1236.10.png; VisJ.1431.19.png
first glance,noun_phrase,4,0.8,4,InfoVisC.173.9(1).png; InfoVisJ.2556.7(2).png; InfoVisJ.349.8.png
different size,noun_phrase,4,0.8,4,InfoVisJ.2546.1.png; InfoVisJ.451.5.png; np_11.png
meaning,noun_phrase,4,0.8,3,SciVisJ.1236.10.png; SciVisJ.2664.2.png; visMost777.png
many element,noun_phrase,4,0.8,4,InfoVisJ.2082.3.png; InfoVisJ.681.1.png; VASTJ.1612.1(3).png
bar graph,noun_phrase,3,0.6,3,InfoVisC.211.18.png; VisC.167.11.png; VisC.503.6.png
the point,noun_phrase,3,0.6,3,VASTJ.91.6.png; visMost573.png; whoQ58_4.png
less information,noun_phrase,3,0.6,2,VASTJ.1139.3(2).png; whoJ44.png
different point,noun_phrase,3,0.6,3,VASTJ.1139.3(2).png; VASTJ.1448.5(2).png; VisC.11.12(2).png
color contrast,noun_phrase,3,0.6,3,SciVisJ.1025.11.png; VASTJ.270.11.png; VisJ.1515.12.png
world map,noun_phrase,3,0.6,2,economist_daily_chart_317.png; whoQ26.png
interest,noun_phrase,3,0.6,3,SciVisJ.797.13(4).png; np_11.png; whoQ26.png
ease,noun_phrase,3,0.6,3,MorphableWordClouds12.png; VASTJ.870.4.png; treasuryL11_2.png
entity,noun_phrase,3,0.6,2,InfoVisJ.1054.3.png; economist_daily_chart_372.png
spread,noun_phrase,3,0.6,3,InfoVisC.73.6.png; VASTJ.31.12(3).png; wsj200.png
volume,noun_phrase,3,0.6,3,InfoVisC.73.6.png; VASTJ.31.12(3).png; wsj200.png
color scheme,noun_phrase,3,0.6,3,InfoVisJ.2486.8.png; VASTC.91.5(1).png; v484_n7393_1_f6.png
the datum,noun_phrase,3,0.6,3,InfoVisJ.1009.9.png; wsj124.png; wsj21.png
straight line,noun_phrase,3,0.6,3,InfoVisJ.2699.12.png; economist_daily_chart_393.png; v490_n7418_1_f2.png
two axis,noun_phrase,3,0.6,3,VASTJ.1332.5.png; VisJ.1243.3.png; v482_n7386_10_f2.png
more item,noun_phrase,3,0.6,3,InfoVisJ.1149.8(2).png; economist_daily_chart_152.png; whoQ14_2.png
connection,noun_phrase,3,0.6,3,VASTC.1.7.png; VASTJ.1448.5(2).png; VisC.61.10.png
name,noun_phrase,3,0.6,3,InfoVisJ.953.10.png; VASTJ.200.8.png; visMost533.png
writing,noun_phrase,3,0.6,3,InfoVisJ.2556.8.png; MorphableWordClouds8.png; wsj28.png
layout,noun_phrase,3,0.6,3,InfoVisC.27.6.png; InfoVisJ.1032.5.png; InfoVisJ.1257.5.png
design,noun_phrase,3,0.6,2,InfoVisJ.2556.10.png; vis678.png
range,noun_phrase,3,0.6,3,SciVisJ.2664.2.png; economist_daily_chart_110.png; economist_daily_chart_124.png
the legend,noun_phrase,3,0.6,3,InfoVisJ.369.3.png; economist_daily_chart_124.png; visMost573.png
frequency,noun_phrase,3,0.6,2,InfoVisJ.2412.16(2).png; MorphableWordClouds5.png
density,noun_phrase,3,0.6,3,InfoVisJ.2556.10(2).png; InfoVisJ.369.3.png; visMost573.png
small text,noun_phrase,3,0.6,3,InfoVisJ.339.3.png; np_21.png; v485_n7400_14_f2.png
the circle,noun_phrase,3,0.6,3,InfoVisC.57.4.png; InfoVisC.8.7.png; economist_daily_chart_267.png
object,noun_phrase,3,0.6,3,VASTJ.1448.5.png; VisJ.1595.6(2).png; np_11.png
term,noun_phrase,3,0.6,3,VisJ.1515.12.png; VisJ.1595.6(2).png; v488_n7409_19_f1.png
no detail,noun_phrase,3,0.6,3,InfoVisJ.967.6.png; VASTC.1.7.png; VisC.163.2.png
no context,noun_phrase,3,0.6,3,InfoVisJ.1558.11(3).png; VisJ.1197.5(3).png; VisJ.1515.12.png
the graphic,noun_phrase,3,0.6,3,VASTC.51.10.png; VASTJ.1612.1(4).png; whoK22.png
the graph,noun_phrase,3,0.6,2,vis796.png; whoQ42_6.png
annotation,noun_phrase,3,0.6,2,InfoVisJ.485.9.png; wsj294.png
too much datum,noun_phrase,3,0.6,3,InfoVisJ.2102.16.png; InfoVisJ.485.9.png; wsj294.png
more datum point,noun_phrase,3,0.6,3,InfoVisJ.669.4.png; SciVisJ.765.11.png; v483_n7391_8_f5.png
color difference,noun_phrase,3,0.6,3,VASTJ.111.8.png; VASTJ.220.1(2).png; vis678.png
too many line,noun_phrase,3,0.6,3,InfoVisJ.1169.5(2).png; VASTJ.1407.9.png; vis796.png
color distribution,noun_phrase,3,0.6,3,InfoVisJ.2402.12(1).png; InfoVisJ.2402.12.png; VisJ.1949.18.png
context,noun_phrase,3,0.6,3,VisJ.1541.1(2).png; visMost533.png; wsj200.png
graphic,noun_phrase,3,0.6,3,InfoVisC.24.8(1).png; VASTJ.1763.9.png; VisJ.1413.7.png
no way,noun_phrase,2,0.4,2,VisC.599.6.png; VisJ.1431.7.png
circle graph,noun_phrase,2,0.4,2,VASTJ.151.12.png; VisC.503.6.png
digest,noun_phrase,2,0.4,2,economist_daily_chart_393.png; whoJ40_2.png
bar,noun_phrase,2,0.4,2,economist_daily_chart_75.png; whoQ14_2.png
a grid,noun_phrase,2,0.4,2,VASTJ.1139.3(2).png; VASTJ.2908.2.png
a few line,noun_phrase,2,0.4,2,InfoVisJ.2251.3(3).png; VASTJ.1139.3(2).png
no meaning,noun_phrase,2,0.4,1,VASTC.51.6.png
two color,noun_phrase,2,0.4,2,InfoVisJ.953.10.png; VASTJ.412.3.png
inscription,noun_phrase,2,0.4,1,SciVisJ.1025.11.png
thing,noun_phrase,2,0.4,2,InfoVisC.115.4.png; whoQ26.png
region,noun_phrase,2,0.4,2,economist_daily_chart_124.png; whoQ26.png
initial (intuitive) attractiveness,noun_phrase,2,0.4,2,VASTJ.51.7.png; vis673.png
the logic,noun_phrase,2,0.4,2,VASTJ.51.7.png; vis673.png
presentation,noun_phrase,2,0.4,2,VASTJ.51.7.png; vis673.png
the key takeaway,noun_phrase,2,0.4,2,VASTJ.51.7.png; vis673.png
the majority,noun_phrase,2,0.4,2,VASTJ.51.7.png; vis673.png
bright color,noun_phrase,2,0.4,2,InfoVisC.211.8.png; vis630.png
geography,noun_phrase,2,0.4,2,economist_daily_chart_110.png; v486_n7401_7_f1.png
dark green,noun_phrase,2,0.4,2,InfoVisC.73.6.png; economist_daily_chart_110.png
the word,noun_phrase,2,0.4,2,InfoVisC.73.6.png; VASTJ.1612.1(4).png
eye,noun_phrase,2,0.4,2,VASTC.107.8.png; v484_n7393_1_f6.png
data point,noun_phrase,2,0.4,2,v484_n7393_1_f6.png; whoQ32_2.png
word/sentence,noun_phrase,2,0.4,2,InfoVisJ.485.9.png; wsj371.png
different shade,noun_phrase,2,0.4,2,InfoVisJ.2251.1(3).png; SciVisJ.635.6.png
several color,noun_phrase,2,0.4,2,InfoVisC.27.6.png; economist_daily_chart_165.png
reading,noun_phrase,2,0.4,2,SciVisJ.728.14.png; economist_daily_chart_165.png
the content,noun_phrase,2,0.4,2,InfoVisJ.647.13(2).png; economist_daily_chart_165.png
clear text,noun_phrase,2,0.4,2,SciVisJ.980.12(2).png; economist_daily_chart_165.png
distinct color,noun_phrase,2,0.4,2,SciVisJ.980.12(2).png; economist_daily_chart_165.png
decipher,noun_phrase,2,0.4,2,economist_daily_chart_167.png; visMost573.png
many data point,noun_phrase,2,0.4,2,economist_daily_chart_520.png; v488_n7413_12_f2.png
seismic graph,noun_phrase,2,0.4,2,v482_n7386_10_f2.png; v483_n7391_8_f5.png
clarity,noun_phrase,2,0.4,2,VASTC.19.8.png; vis652.png
a map,noun_phrase,2,0.4,2,economist_daily_chart_124.png; economist_daily_chart_317.png
the map,noun_phrase,2,0.4,2,economist_daily_chart_124.png; economist_daily_chart_317.png
no number,noun_phrase,2,0.4,2,VisJ.1261.4.png; economist_daily_chart_317.png
no measurement,noun_phrase,2,0.4,2,SciVisJ.796.5(1).png; VisJ.1949.11.png
line graph,noun_phrase,2,0.4,2,InfoVisJ.1558.7.png; VisC.29.16.png
the picture,noun_phrase,2,0.4,2,VASTJ.1160.7.png; economist_daily_chart_372.png
no or few datum,noun_phrase,2,0.4,2,VASTJ.828.7.png; VisJ.1595.9(2).png
not a lot,noun_phrase,2,0.4,2,InfoVisJ.459.15.png; VASTJ.828.7.png
no axis,noun_phrase,2,0.4,2,VASTJ.160.2.png; VASTJ.320.11.png
element size,noun_phrase,2,0.4,2,InfoVisC.133.5(3).png; InfoVisC.219.8.png
focus,noun_phrase,2,0.4,2,InfoVisJ.459.2.png; economist_daily_chart_5.png
different axis,noun_phrase,2,0.4,2,InfoVisC.115.3.png; whoB09_1.png
no regularity,noun_phrase,2,0.4,1,InfoVisJ.2556.10.png
a key,noun_phrase,2,0.4,2,economist_daily_chart_124.png; v487_n7407_7_f2.png
variation,noun_phrase,2,0.4,2,VASTC.1.7.png; economist_daily_chart_124.png
country shape,noun_phrase,2,0.4,2,VASTC.107.7.png; economist_daily_chart_124.png
pie chart,noun_phrase,2,0.4,2,treasuryL03_2.png; whoK16_3.png
the visualization,noun_phrase,2,0.4,2,VisC.167.11.png; economist_daily_chart_406.png
explanation,noun_phrase,2,0.4,2,InfoVisJ.349.1.png; SciVisJ.728.14.png
too much information,noun_phrase,2,0.4,2,MorphableWordClouds8.png; v484_n7392_1_f4.png
visualization,noun_phrase,2,0.4,2,SciVisJ.796.18.png; VisJ.1431.19.png
messy,noun_phrase,2,0.4,2,VASTJ.1139.4.png; VisC.559.6.png
multiple element,noun_phrase,2,0.4,2,VisC.559.6.png; np_11.png
a process,noun_phrase,2,0.4,2,InfoVisJ.339.3.png; VASTC.1.7.png
more type,noun_phrase,2,0.4,2,InfoVisJ.2709.1.png; InfoVisJ.339.3.png
the number,noun_phrase,2,0.4,2,VisC.599.6.png; economist_daily_chart_267.png
figure,noun_phrase,2,0.4,2,InfoVisJ.2082.3.png; wsj99.png
multiple shape,noun_phrase,2,0.4,2,VASTC.115.5.png; VisJ.1197.3.png
grid,noun_phrase,2,0.4,2,SciVisJ.807.5.png; VASTJ.111.8.png
color variation,noun_phrase,2,0.4,2,SciVisJ.1819.4.png; v490_n7418_12_f3.png
multiple datum point,noun_phrase,2,0.4,2,SciVisJ.857.9.png; v483_n7391_8_f5.png
more number,noun_phrase,2,0.4,2,SciVisJ.857.9.png; v483_n7391_8_f5.png
the chart,noun_phrase,2,0.4,2,VASTJ.111.5.png; VASTJ.2012.9(2).png
order,noun_phrase,2,0.4,2,MorphableWordClouds12.png; VASTJ.1683.4(3).png
more shape,noun_phrase,2,0.4,2,InfoVisJ.451.5.png; VisJ.1595.6(2).png
more writing,noun_phrase,2,0.4,2,InfoVisJ.2082.3.png; VisJ.1595.6(2).png
multiple color,noun_phrase,2,0.4,2,VisJ.1595.6(2).png; v483_n7387_5_f1.png
less color,noun_phrase,2,0.4,2,InfoVisJ.2082.3.png; VASTC.123.3.png
color scale,noun_phrase,2,0.4,2,InfoVisJ.681.1.png; VASTJ.120.3(6).png
abstract painting,noun_phrase,2,0.4,2,VASTC.121.5.png; visMost573.png
multiple figure,noun_phrase,2,0.4,2,SciVisC.49.5.png; visMost573.png
letter,noun_phrase,2,0.4,2,InfoVisJ.2546.1.png; VASTC.24.5.png
curve line,noun_phrase,2,0.4,2,VisC.163.2.png; v483_n7391_8_f5.png
illusion,noun_phrase,2,0.4,2,InfoVisJ.651.7.png; VASTC.123.1.png
depth,noun_phrase,2,0.4,2,InfoVisJ.651.7.png; VASTJ.1698.5(4).png
structure,noun_phrase,2,0.4,2,InfoVisJ.651.7.png; VASTC.91.5(1).png
intersection,noun_phrase,2,0.4,2,InfoVisC.8.7.png; VisC.255.4.png
fast readability,noun_phrase,2,0.4,2,InfoVisJ.1569.6.png; SciVisJ.645.3.png
too many shape,noun_phrase,2,0.4,2,InfoVisJ.349.10.png; v485_n7400_14_f2.png
exact feature,noun_phrase,2,0.4,1,VisJ.1515.12.png
the difference,noun_phrase,2,0.4,2,InfoVisJ.522.15.png; InfoVisJ.957.25.png
style,noun_phrase,2,0.4,2,VASTC.107.10.png; economist_daily_chart_493.png
purpose,noun_phrase,2,0.4,2,InfoVisJ.2556.9.png; economist_daily_chart_406.png
many line,noun_phrase,2,0.4,2,InfoVisJ.1063.13.png; SciVisJ.867.6.png
too many data point,noun_phrase,2,0.4,2,InfoVisJ.485.9.png; wsj294.png
num,noun_phrase,2,0.4,2,VASTJ.1448.5.png; np_11.png
object/word,noun_phrase,2,0.4,2,VASTJ.1448.5.png; np_11.png
column,noun_phrase,2,0.4,2,InfoVisJ.621.3.png; SciVisJ.1236.10.png
the size,noun_phrase,2,0.4,2,InfoVisJ.1169.1.png; InfoVisJ.621.3.png
high contrast,noun_phrase,2,0.4,2,InfoVisJ.2102.16.png; VASTJ.1139.4.png
datapoint,noun_phrase,2,0.4,2,InfoVisJ.349.1.png; v483_n7387_5_f1.png
proximity,noun_phrase,2,0.4,2,InfoVisJ.349.1.png; VisJ.1197.5.png
fine detail,noun_phrase,2,0.4,2,InfoVisJ.2082.3.png; v485_n7396_14_f4.png
preciseness,noun_phrase,2,0.4,2,VisC.248.3.png; v485_n7396_14_f4.png
the shape,noun_phrase,2,0.4,2,VisJ.1329.1(4).png; v487_n7407_14_f4.png
arrangement,noun_phrase,2,0.4,1,SciVisJ.995.10(3).png
length,noun_phrase,2,0.4,2,SciVisJ.603.12.png; VASTJ.1763.9.png
more variety,noun_phrase,2,0.4,2,VASTJ.2012.9(2).png; np_21.png
multitude,noun_phrase,2,0.4,2,VisC.11.12(2).png; v484_n7395_11_f2.png
network,noun_phrase,2,0.4,2,InfoVisJ.2486.8.png; InfoVisJ.401.12.png
the same area,noun_phrase,2,0.4,1,InfoVisC.115.4.png
stuff,noun_phrase,2,0.4,2,InfoVisJ.1073.1.png; InfoVisJ.449.8.png
parameter,noun_phrase,2,0.4,2,InfoVisJ.599.10(2).png; v488_n7409_19_f1.png
colour,noun_phrase,2,0.4,2,InfoVisJ.599.10(2).png; SciVisJ.2664.2.png
logic,noun_phrase,2,0.4,2,InfoVisC.24.8(1).png; VASTJ.1763.9.png
quantity,noun_phrase,2,0.4,2,SciVisJ.259.7.png; VisJ.1197.5(3).png
more factor,noun_phrase,2,0.4,2,InfoVisJ.2082.3.png; v488_n7409_19_f1.png
small font,noun_phrase,2,0.4,2,InfoVisC.157.1.png; v488_n7409_19_f1.png
small writing,noun_phrase,2,0.4,1,v488_n7409_19_f1.png
no title,noun_phrase,2,0.4,2,VASTJ.1683.4(2).png; VisC.27.5.png
overlap,noun_phrase,2,0.4,1,visMost573.png
many color,noun_phrase,2,0.4,1,visMost573.png
ambiguous color,noun_phrase,2,0.4,1,visMost573.png
mix,noun_phrase,2,0.4,2,InfoVisC.173.9(1).png; vis216.png
way more information,noun_phrase,2,0.4,2,InfoVisJ.2082.3.png; InfoVisJ.449.8.png
a mess,noun_phrase,2,0.4,1,InfoVisJ.2709.1.png
intersect line,noun_phrase,2,0.4,2,VASTJ.1698.5(4).png; VisC.11.12(2).png
path,noun_phrase,2,0.4,1,VisC.11.12(2).png
a line,noun_phrase,1,0.2,1,VisJ.1431.7.png
numerical value,noun_phrase,1,0.2,1,SciVisJ.995.5.png
information presenting,noun_phrase,1,0.2,1,SciVisJ.995.5.png
provoke,noun_phrase,1,0.2,1,SciVisJ.995.5.png
more bar,noun_phrase,1,0.2,1,economist_daily_chart_75.png
a limited color range,noun_phrase,1,0.2,1,VASTC.81.3(2).png
simple bar graph,noun_phrase,1,0.2,1,VASTJ.1720.4.png
few item,noun_phrase,1,0.2,1,VisC.527.1.png
more or less a line,noun_phrase,1,0.2,1,VisC.527.1.png
self,noun_phrase,1,0.2,1,whoQ48_6.png
clear color,noun_phrase,1,0.2,1,InfoVisC.65.8.png
the idea,noun_phrase,1,0.2,1,InfoVisC.65.8.png
color dimension,noun_phrase,1,0.2,1,InfoVisC.65.8.png
multiple copy,noun_phrase,1,0.2,1,VisC.297.4.png
the same axis,noun_phrase,1,0.2,1,VisC.297.4.png
one shape,noun_phrase,1,0.2,1,VisC.297.4.png
straightforward line,noun_phrase,1,0.2,1,treasuryG07_2.png
matrix pattern,noun_phrase,1,0.2,1,SciVisJ.980.9.png
2. link,noun_phrase,1,0.2,1,InfoVisJ.621.2.png
process,noun_phrase,1,0.2,1,VASTJ.1139.3(2).png
2d geometric shape,noun_phrase,1,0.2,1,VASTJ.1139.3(2).png
curve,noun_phrase,1,0.2,1,VASTJ.1139.3(2).png
a discernible pattern,noun_phrase,1,0.2,1,VASTJ.1139.3(2).png
less element,noun_phrase,1,0.2,1,VASTJ.1139.3(2).png
clear connection,noun_phrase,1,0.2,1,VisC.375.9(3).png
alignment,noun_phrase,1,0.2,1,wsj135.png
time scale,noun_phrase,1,0.2,1,wsj135.png
2 data set,noun_phrase,1,0.2,1,wsj135.png
colored segment,noun_phrase,1,0.2,1,wsj340.png
several measurement,noun_phrase,1,0.2,1,SciVisJ.1025.11.png
nuance,noun_phrase,1,0.2,1,SciVisJ.1025.11.png
less text,noun_phrase,1,0.2,1,SciVisJ.1025.11.png
familiar geographic shape,noun_phrase,1,0.2,1,whoQ26.png
no more than three color,noun_phrase,1,0.2,1,whoQ26.png
chart map,noun_phrase,1,0.2,1,whoQ26.png
common knowledge,noun_phrase,1,0.2,1,visMost97.png
distinguish/distinctive color,noun_phrase,1,0.2,1,visMost97.png
simple information,noun_phrase,1,0.2,1,visMost97.png
short cryptic label,noun_phrase,1,0.2,1,whoK27_2.png
small arrow,noun_phrase,1,0.2,1,InfoVisC.65.4.png
information density,noun_phrase,1,0.2,1,InfoVisJ.1054.3.png
the eye,noun_phrase,1,0.2,1,InfoVisC.103.4.png
two or three datum point,noun_phrase,1,0.2,1,v486_n7401_7_f1.png
basic graph. earth,noun_phrase,1,0.2,1,v486_n7401_7_f1.png
cluter,noun_phrase,1,0.2,1,InfoVisC.73.6.png
screen,noun_phrase,1,0.2,1,InfoVisC.73.6.png
change font,noun_phrase,1,0.2,1,InfoVisC.73.6.png
two different axis,noun_phrase,1,0.2,1,InfoVisJ.1247.14.png
an additional key,noun_phrase,1,0.2,1,InfoVisJ.1247.14.png
the context,noun_phrase,1,0.2,1,InfoVisC.65.3.png
the 2 point,noun_phrase,1,0.2,1,VisC.375.9(2).png
each element,noun_phrase,1,0.2,1,VisC.375.9(2).png
some kind,noun_phrase,1,0.2,1,InfoVisJ.1558.5.png
blue box,noun_phrase,1,0.2,1,InfoVisJ.1558.5.png
size variation,noun_phrase,1,0.2,1,wsj371.png
choice,noun_phrase,1,0.2,1,wsj371.png
2 line,noun_phrase,1,0.2,1,wsj371.png
more variability,noun_phrase,1,0.2,1,wsj371.png
caption,noun_phrase,1,0.2,1,wsj371.png
necessary context,noun_phrase,1,0.2,1,wsj371.png
more object,noun_phrase,1,0.2,1,InfoVisJ.1204.7.png
a different color,noun_phrase,1,0.2,1,whoB32_1.png
blue color,noun_phrase,1,0.2,1,whoB32_1.png
more complex design,noun_phrase,1,0.2,1,SciVisJ.635.6.png
few datum,noun_phrase,1,0.2,1,economist_daily_chart_393.png
just a few line,noun_phrase,1,0.2,1,economist_daily_chart_393.png
more contrast,noun_phrase,1,0.2,1,economist_daily_chart_393.png
random name,noun_phrase,1,0.2,1,economist_daily_chart_393.png
what red and green indicate,noun_phrase,1,0.2,1,economist_daily_chart_393.png
factual information,noun_phrase,1,0.2,1,economist_daily_chart_393.png
concentration,noun_phrase,1,0.2,1,economist_daily_chart_165.png
understandable visual,noun_phrase,1,0.2,1,economist_daily_chart_165.png
two separate line,noun_phrase,1,0.2,1,VisC.87.8.png
numerical detail,noun_phrase,1,0.2,1,VisC.87.8.png
precise naming,noun_phrase,1,0.2,1,VisC.87.8.png
x and y scales,noun_phrase,1,0.2,1,VisC.87.8.png
the label,noun_phrase,1,0.2,1,SciVisJ.1290.8.png
chemical,noun_phrase,1,0.2,1,SciVisJ.1290.8.png
individual item,noun_phrase,1,0.2,1,SciVisJ.1043.12(4).png
one point,noun_phrase,1,0.2,1,SciVisJ.1043.12(4).png
single-color scheme,noun_phrase,1,0.2,1,SciVisJ.1043.12(4).png
an earthquake,noun_phrase,1,0.2,1,v482_n7386_10_f2.png
one more bit,noun_phrase,1,0.2,1,vis652.png
4 datum point,noun_phrase,1,0.2,1,vis652.png
simple color,noun_phrase,1,0.2,1,vis652.png
different font size,noun_phrase,1,0.2,1,vis652.png
small font size,noun_phrase,1,0.2,1,vis652.png
bad color choice,noun_phrase,1,0.2,1,vis652.png
regard,noun_phrase,1,0.2,1,vis652.png
less clear writing,noun_phrase,1,0.2,1,vis652.png
not simple datum,noun_phrase,1,0.2,1,vis652.png
composition,noun_phrase,1,0.2,1,vis652.png
busy layout,noun_phrase,1,0.2,1,vis652.png
more unrelated data element,noun_phrase,1,0.2,1,vis652.png
less structure,noun_phrase,1,0.2,1,economist_daily_chart_317.png
everybody,noun_phrase,1,0.2,1,economist_daily_chart_317.png
a chart,noun_phrase,1,0.2,1,economist_daily_chart_317.png
similar instance,noun_phrase,1,0.2,1,economist_daily_chart_317.png
the axis,noun_phrase,1,0.2,1,economist_daily_chart_317.png
much attention,noun_phrase,1,0.2,1,economist_daily_chart_317.png
some info,noun_phrase,1,0.2,1,economist_daily_chart_317.png
few datum point,noun_phrase,1,0.2,1,VASTJ.1332.5.png
the shading,noun_phrase,1,0.2,1,wsj536.png
no clear pattern,noun_phrase,1,0.2,1,VisJ.1949.11.png
all dot,noun_phrase,1,0.2,1,InfoVisC.65.4(2).png
a water fall,noun_phrase,1,0.2,1,InfoVisC.65.4(2).png
individual line,noun_phrase,1,0.2,1,whoQ14_2.png
more different label,noun_phrase,1,0.2,1,whoQ14_2.png
little information,noun_phrase,1,0.2,1,VASTJ.1720.12.png
the subjetc,noun_phrase,1,0.2,1,VisC.171.4.png
no graph metric,noun_phrase,1,0.2,1,VisC.171.4.png
